,time,ten9_comp,Total Stress,S3 Magnitude,Temperature
423,9136283.0,xx,-9.364298e+07,-9.35827e+07,339.90088
424,9136283.0,xy,-2.7347086e-10,-9.35827e+07,339.90088
425,9136283.0,xz,-187490.77,-9.35827e+07,339.90088
426,9136283.0,yx,-2.7347086e-10,-9.35827e+07,339.90088
427,9136283.0,yy,-9.364298e+07,-9.35827e+07,339.90088
428,9136283.0,yz,-194040.06,-9.35827e+07,339.90088
429,9136283.0,zx,-187490.77,-9.35827e+07,339.90088
430,9136283.0,zy,-194040.06,-9.35827e+07,339.90088
431,9136283.0,zz,-9.479066e+07,-9.35827e+07,339.90088
432,9636283.0,xx,-9.364507e+07,-9.3585e+07,339.90088
433,9636283.0,xy,-2.7344382e-10,-9.3585e+07,339.90088
434,9636283.0,xz,-186981.23,-9.3585e+07,339.90088
435,9636283.0,yx,-2.7344382e-10,-9.3585e+07,339.90088
436,9636283.0,yy,-9.3644824e+07,-9.3585e+07,339.90088
437,9636283.0,yz,-193870.42,-9.3585e+07,339.90088
438,9636283.0,zx,-186981.23,-9.3585e+07,339.90088
439,9636283.0,zy,-193870.42,-9.3585e+07,339.90088
440,9636283.0,zz,-9.479527e+07,-9.3585e+07,339.90088
441,10136283.0,xx,-9.3200856e+07,-9.315709e+07,339.43805
442,10136283.0,xy,-2.7609584e-10,-9.315709e+07,339.43805
443,10136283.0,xz,-181383.39,-9.315709e+07,339.43805
444,10136283.0,yx,-2.7609584e-10,-9.315709e+07,339.43805
445,10136283.0,yy,-9.320067e+07,-9.315709e+07,339.43805
446,10136283.0,yz,-188487.05,-9.315709e+07,339.43805
447,10136283.0,zx,-181383.39,-9.315709e+07,339.43805
448,10136283.0,zy,-188487.05,-9.315709e+07,339.43805
449,10136283.0,zz,-9.472408e+07,-9.315709e+07,339.43805
450,10636283.0,xx,-9.320354e+07,-9.315991e+07,339.43805
451,10636283.0,xy,-2.7612532e-10,-9.315991e+07,339.43805
452,10636283.0,xz,-180757.39,-9.315991e+07,339.43805
453,10636283.0,yx,-2.7612532e-10,-9.315991e+07,339.43805
454,10636283.0,yy,-9.320316e+07,-9.315991e+07,339.43805
455,10636283.0,yz,-188289.78,-9.315991e+07,339.43805
456,10636283.0,zx,-180757.39,-9.315991e+07,339.43805
457,10636283.0,zy,-188289.78,-9.315991e+07,339.43805
458,10636283.0,zz,-9.472882e+07,-9.315991e+07,339.43805
459,11136283.0,xx,-9.278147e+07,-9.2746824e+07,338.99704
460,11136283.0,xy,-2.7866706e-10,-9.2746824e+07,338.99704
461,11136283.0,xz,-175249.61,-9.2746824e+07,338.99704
462,11136283.0,yx,-2.7866706e-10,-9.2746824e+07,338.99704
463,11136283.0,yy,-9.2779544e+07,-9.2746824e+07,338.99704
464,11136283.0,yz,-183101.06,-9.2746824e+07,338.99704
465,11136283.0,zx,-175249.61,-9.2746824e+07,338.99704
466,11136283.0,zy,-183101.06,-9.2746824e+07,338.99704
467,11136283.0,zz,-9.4658104e+07,-9.2746824e+07,338.99704
468,11636283.0,xx,-9.278471e+07,-9.2750184e+07,338.99704
469,11636283.0,xy,-2.7874414e-10,-9.2750184e+07,338.99704
470,11636283.0,xz,-174501.66,-9.2750184e+07,338.99704
471,11636283.0,yx,-2.7874414e-10,-9.2750184e+07,338.99704
472,11636283.0,yy,-9.278263e+07,-9.2750184e+07,338.99704
473,11636283.0,yz,-182864.38,-9.2750184e+07,338.99704
474,11636283.0,zx,-174501.66,-9.2750184e+07,338.99704
475,11636283.0,zy,-182864.38,-9.2750184e+07,338.99704
476,11636283.0,zz,-9.466303e+07,-9.2750184e+07,338.99704
477,12136283.0,xx,-9.2379496e+07,-9.2351864e+07,338.57568
478,12136283.0,xy,-2.8112285e-10,-9.2351864e+07,338.57568
479,12136283.0,xz,-169108.3,-9.2351864e+07,338.57568
480,12136283.0,yx,-2.8112285e-10,-9.2351864e+07,338.57568
481,12136283.0,yy,-9.237799e+07,-9.2351864e+07,338.57568
482,12136283.0,yz,-177940.08,-9.2351864e+07,338.57568
483,12136283.0,zx,-169108.3,-9.2351864e+07,338.57568
484,12136283.0,zy,-177940.08,-9.2351864e+07,338.57568
485,12136283.0,zz,-9.459857e+07,-9.2351864e+07,338.57568
486,12636283.0,xx,-9.238326e+07,-9.235575e+07,338.57568
487,12636283.0,xy,-2.8124372e-10,-9.235575e+07,338.57568
488,12636283.0,xz,-168241.44,-9.235575e+07,338.57568
489,12636283.0,yx,-2.8124372e-10,-9.235575e+07,338.57568
490,12636283.0,yy,-9.238165e+07,-9.235575e+07,338.57568
491,12636283.0,yz,-177654.31,-9.235575e+07,338.57568
492,12636283.0,zx,-168241.44,-9.235575e+07,338.57568
493,12636283.0,zy,-177654.31,-9.235575e+07,338.57568
494,12636283.0,zz,-9.460374e+07,-9.235575e+07,338.57568
495,13136283.0,xx,-9.19957e+07,-9.197236e+07,338.1724
496,13136283.0,xy,-2.8328873e-10,-9.197236e+07,338.1724
497,13136283.0,xz,-162969.27,-9.197236e+07,338.1724
498,13136283.0,yx,-2.8328873e-10,-9.197236e+07,338.1724
499,13136283.0,yy,-9.19932e+07,-9.197236e+07,338.1724
500,13136283.0,yz,-172855.97,-9.197236e+07,338.1724
501,13136283.0,zx,-162969.27,-9.197236e+07,338.1724
502,13136283.0,zy,-172855.97,-9.197236e+07,338.1724
503,13136283.0,zz,-9.454424e+07,-9.197236e+07,338.1724
504,13636283.0,xx,-9.1999976e+07,-9.1976776e+07,338.1724
505,13636283.0,xy,-2.834488e-10,-9.1976776e+07,338.1724
506,13636283.0,xz,-162002.2,-9.1976776e+07,338.1724
507,13636283.0,yx,-2.834488e-10,-9.1976776e+07,338.1724
508,13636283.0,yy,-9.199742e+07,-9.1976776e+07,338.1724
509,13636283.0,yz,-172517.42,-9.1976776e+07,338.1724
510,13636283.0,zx,-162002.2,-9.1976776e+07,338.1724
511,13636283.0,zy,-172517.42,-9.1976776e+07,338.1724
512,13636283.0,zz,-9.454977e+07,-9.1976776e+07,338.1724
513,14136283.0,xx,-9.162783e+07,-9.160794e+07,337.78564
514,14136283.0,xy,-2.8539787e-10,-9.160794e+07,337.78564
515,14136283.0,xz,-156872.2,-9.160794e+07,337.78564
516,14136283.0,yx,-2.8539787e-10,-9.160794e+07,337.78564
517,14136283.0,yy,-9.162503e+07,-9.160794e+07,337.78564
518,14136283.0,yz,-167918.53,-9.160794e+07,337.78564
519,14136283.0,zx,-156872.2,-9.160794e+07,337.78564
520,14136283.0,zy,-167918.53,-9.160794e+07,337.78564
521,14136283.0,zz,-9.449375e+07,-9.160794e+07,337.78564
522,14636283.0,xx,-9.163264e+07,-9.16129e+07,337.78564
523,14636283.0,xy,-2.8559802e-10,-9.16129e+07,337.78564
524,14636283.0,xz,-155840.36,-9.16129e+07,337.78564
525,14636283.0,yx,-2.8559802e-10,-9.16129e+07,337.78564
526,14636283.0,yy,-9.162985e+07,-9.16129e+07,337.78564
527,14636283.0,yz,-167533.84,-9.16129e+07,337.78564
528,14636283.0,zx,-155840.36,-9.16129e+07,337.78564
529,14636283.0,zy,-167533.84,-9.16129e+07,337.78564
530,14636283.0,zz,-9.44997e+07,-9.16129e+07,337.78564
531,15136283.0,xx,-9.127473e+07,-9.125791e+07,337.41434
532,15136283.0,xy,-2.8743538e-10,-9.125791e+07,337.41434
533,15136283.0,xz,-150864.92,-9.125791e+07,337.41434
534,15136283.0,yx,-2.8743538e-10,-9.125791e+07,337.41434
535,15136283.0,yy,-9.12724e+07,-9.125791e+07,337.41434
536,15136283.0,yz,-163118.83,-9.125791e+07,337.41434
537,15136283.0,zx,-150864.92,-9.125791e+07,337.41434
538,15136283.0,zy,-163118.83,-9.125791e+07,337.41434
539,15136283.0,zz,-9.444747e+07,-9.125791e+07,337.41434
540,15636283.0,xx,-9.128003e+07,-9.126341e+07,337.41434
541,15636283.0,xy,-2.87674e-10,-9.126341e+07,337.41434
542,15636283.0,xz,-149816.25,-9.126341e+07,337.41434
543,15636283.0,yx,-2.87674e-10,-9.126341e+07,337.41434
544,15636283.0,yy,-9.127779e+07,-9.126341e+07,337.41434
545,15636283.0,yz,-162704.28,-9.126341e+07,337.41434
546,15636283.0,zx,-149816.25,-9.126341e+07,337.41434
547,15636283.0,zy,-162704.28,-9.126341e+07,337.41434
548,15636283.0,zz,-9.445386e+07,-9.126341e+07,337.41434
549,16136283.0,xx,-9.093471e+07,-9.091966e+07,337.05716
550,16136283.0,xy,-2.8897865e-10,-9.091966e+07,337.05716
551,16136283.0,xz,-145064.88,-9.091966e+07,337.05716
552,16136283.0,yx,-2.8897865e-10,-9.091966e+07,337.05716
553,16136283.0,yy,-9.093167e+07,-9.091966e+07,337.05716
554,16136283.0,yz,-158455.2,-9.091966e+07,337.05716
555,16136283.0,zx,-145064.88,-9.091966e+07,337.05716
556,16136283.0,zy,-158455.2,-9.091966e+07,337.05716
557,16136283.0,zz,-9.440829e+07,-9.091966e+07,337.05716
558,16636283.0,xx,-9.094045e+07,-9.092561e+07,337.05716
559,16636283.0,xy,-2.892455e-10,-9.092561e+07,337.05716
560,16636283.0,xz,-144052.78,-9.092561e+07,337.05716
561,16636283.0,yx,-2.892455e-10,-9.092561e+07,337.05716
562,16636283.0,yy,-9.093756e+07,-9.092561e+07,337.05716
563,16636283.0,yz,-158035.38,-9.092561e+07,337.05716
564,16636283.0,zx,-144052.78,-9.092561e+07,337.05716
565,16636283.0,zy,-158035.38,-9.092561e+07,337.05716
566,16636283.0,zz,-9.44151e+07,-9.092561e+07,337.05716
567,17136282.0,xx,-9.060704e+07,-9.059402e+07,336.71338
568,17136282.0,xy,-2.904041e-10,-9.059402e+07,336.71338
569,17136282.0,xz,-139557.14,-9.059402e+07,336.71338
570,17136282.0,yx,-2.904041e-10,-9.059402e+07,336.71338
571,17136282.0,yy,-9.060439e+07,-9.059402e+07,336.71338
572,17136282.0,yz,-153971.22,-9.059402e+07,336.71338
573,17136282.0,zx,-139557.14,-9.059402e+07,336.71338
574,17136282.0,zy,-153971.22,-9.059402e+07,336.71338
575,17136282.0,zz,-9.437423e+07,-9.059402e+07,336.71338
576,17636282.0,xx,-9.061317e+07,-9.06004e+07,336.71338
577,17636282.0,xy,-2.9069575e-10,-9.06004e+07,336.71338
578,17636282.0,xz,-138639.97,-9.06004e+07,336.71338
579,17636282.0,yx,-2.9069575e-10,-9.06004e+07,336.71338
580,17636282.0,yy,-9.061076e+07,-9.06004e+07,336.71338
581,17636282.0,yz,-153578.9,-9.06004e+07,336.71338
582,17636282.0,zx,-138639.97,-9.06004e+07,336.71338
583,17636282.0,zy,-153578.9,-9.06004e+07,336.71338
584,17636282.0,zz,-9.438147e+07,-9.06004e+07,336.71338
585,18136282.0,xx,-9.029185e+07,-9.028e+07,336.38187
586,18136282.0,xy,-2.915168e-10,-9.028e+07,336.38187
587,18136282.0,xz,-134449.39,-9.028e+07,336.38187
588,18136282.0,yx,-2.915168e-10,-9.028e+07,336.38187
589,18136282.0,yy,-9.028883e+07,-9.028e+07,336.38187
590,18136282.0,yz,-149736.9,-9.028e+07,336.38187
591,18136282.0,zx,-134449.39,-9.028e+07,336.38187
592,18136282.0,zy,-149736.9,-9.028e+07,336.38187
593,18136282.0,zz,-9.434612e+07,-9.028e+07,336.38187
594,18636282.0,xx,-9.0298376e+07,-9.0286824e+07,336.38187
595,18636282.0,xy,-2.9182773e-10,-9.0286824e+07,336.38187
596,18636282.0,xz,-133683.88,-9.0286824e+07,336.38187
597,18636282.0,yx,-2.9182773e-10,-9.0286824e+07,336.38187
598,18636282.0,yy,-9.029568e+07,-9.0286824e+07,336.38187
599,18636282.0,yz,-149409.02,-9.0286824e+07,336.38187
600,18636282.0,zx,-133683.88,-9.0286824e+07,336.38187
601,18636282.0,zy,-149409.02,-9.0286824e+07,336.38187
602,18636282.0,zz,-9.435379e+07,-9.0286824e+07,336.38187
603,19136282.0,xx,-8.998905e+07,-8.9978536e+07,336.06226
604,19136282.0,xy,-2.9254196e-10,-8.9978536e+07,336.06226
605,19136282.0,xz,-129838.04,-8.9978536e+07,336.06226
606,19136282.0,yx,-2.9254196e-10,-8.9978536e+07,336.06226
607,19136282.0,yy,-8.9986296e+07,-8.9978536e+07,336.06226
608,19136282.0,yz,-145837.45,-8.9978536e+07,336.06226
609,19136282.0,zx,-129838.04,-8.9978536e+07,336.06226
610,19136282.0,zy,-145837.45,-8.9978536e+07,336.06226
611,19136282.0,zz,-9.432309e+07,-8.9978536e+07,336.06226
612,19636282.0,xx,-8.9996024e+07,-8.998584e+07,336.06226
613,19636282.0,xy,-2.928689e-10,-8.998584e+07,336.06226
614,19636282.0,xz,-129275.836,-8.998584e+07,336.06226
615,19636282.0,yx,-2.928689e-10,-8.998584e+07,336.06226
616,19636282.0,yy,-8.999369e+07,-8.998584e+07,336.06226
617,19636282.0,yz,-145612.23,-8.998584e+07,336.06226
618,19636282.0,zx,-129275.836,-8.998584e+07,336.06226
619,19636282.0,zy,-145612.23,-8.998584e+07,336.06226
620,19636282.0,zz,-9.433115e+07,-8.998584e+07,336.06226
621,20136282.0,xx,-8.969757e+07,-8.968849e+07,335.75336
622,20136282.0,xy,-2.935633e-10,-8.968849e+07,335.75336
623,20136282.0,xz,-125826.63,-8.968849e+07,335.75336
624,20136282.0,yx,-2.935633e-10,-8.968849e+07,335.75336
625,20136282.0,yy,-8.9695544e+07,-8.968849e+07,335.75336
626,20136282.0,yz,-142321.53,-8.968849e+07,335.75336
627,20136282.0,zx,-125826.63,-8.968849e+07,335.75336
628,20136282.0,zy,-142321.53,-8.968849e+07,335.75336
629,20136282.0,zz,-9.4302824e+07,-8.968849e+07,335.75336
630,20636282.0,xx,-8.970505e+07,-8.969633e+07,335.75336
631,20636282.0,xy,-2.9390265e-10,-8.969633e+07,335.75336
632,20636282.0,xz,-125510.62,-8.969633e+07,335.75336
633,20636282.0,yx,-2.9390265e-10,-8.969633e+07,335.75336
634,20636282.0,yy,-8.970353e+07,-8.969633e+07,335.75336
635,20636282.0,yz,-142234.58,-8.969633e+07,335.75336
636,20636282.0,zx,-125510.62,-8.969633e+07,335.75336
637,20636282.0,zy,-142234.58,-8.969633e+07,335.75336
638,20636282.0,zz,-9.4311224e+07,-8.969633e+07,335.75336
639,21136282.0,xx,-8.941773e+07,-8.940996e+07,335.455
640,21136282.0,xy,-2.9459685e-10,-8.940996e+07,335.455
641,21136282.0,xz,-122481.08,-8.940996e+07,335.455
642,21136282.0,yx,-2.9459685e-10,-8.940996e+07,335.455
643,21136282.0,yy,-8.941654e+07,-8.940996e+07,335.455
644,21136282.0,yz,-139267.58,-8.940996e+07,335.455
645,21136282.0,zx,-122481.08,-8.940996e+07,335.455
646,21136282.0,zy,-139267.58,-8.940996e+07,335.455
647,21136282.0,zz,-9.428413e+07,-8.940996e+07,335.455
648,21636282.0,xx,-8.942578e+07,-8.941838e+07,335.455
649,21636282.0,xy,-2.9494066e-10,-8.941838e+07,335.455
650,21636282.0,xz,-122441.33,-8.941838e+07,335.455
651,21636282.0,yx,-2.9494066e-10,-8.941838e+07,335.455
652,21636282.0,yy,-8.942521e+07,-8.941838e+07,335.455
653,21636282.0,yz,-139347.9,-8.941838e+07,335.455
654,21636282.0,zx,-122441.33,-8.941838e+07,335.455
655,21636282.0,zy,-139347.9,-8.941838e+07,335.455
656,21636282.0,zz,-9.429277e+07,-8.941838e+07,335.455
657,22136282.0,xx,-8.9147976e+07,-8.914161e+07,335.16617
658,22136282.0,xy,-2.9550354e-10,-8.914161e+07,335.16617
659,22136282.0,xz,-119856.75,-8.914161e+07,335.16617
660,22136282.0,yx,-2.9550354e-10,-8.914161e+07,335.16617
661,22136282.0,yy,-8.914812e+07,-8.914161e+07,335.16617
662,22136282.0,yz,-136699.66,-8.914161e+07,335.16617
663,22136282.0,zx,-119856.75,-8.914161e+07,335.16617
664,22136282.0,zy,-136699.66,-8.914161e+07,335.16617
665,22136282.0,zz,-9.4269224e+07,-8.914161e+07,335.16617
666,22636282.0,xx,-8.915669e+07,-8.915067e+07,335.16617
667,22636282.0,xy,-2.9584069e-10,-8.915067e+07,335.16617
668,22636282.0,xz,-120111.4,-8.915067e+07,335.16617
669,22636282.0,yx,-2.9584069e-10,-8.915067e+07,335.16617
670,22636282.0,yy,-8.915755e+07,-8.915067e+07,335.16617
671,22636282.0,yz,-136968.92,-8.915067e+07,335.16617
672,22636282.0,zx,-120111.4,-8.915067e+07,335.16617
673,22636282.0,zy,-136968.92,-8.915067e+07,335.16617
674,22636282.0,zz,-9.427802e+07,-8.915067e+07,335.16617
675,23136282.0,xx,-8.888922e+07,-8.888422e+07,334.88678
676,23136282.0,xy,-2.964296e-10,-8.888422e+07,334.88678
677,23136282.0,xz,-117964.94,-8.888422e+07,334.88678
678,23136282.0,yx,-2.964296e-10,-8.888422e+07,334.88678
679,23136282.0,yy,-8.889125e+07,-8.888422e+07,334.88678
680,23136282.0,yz,-134663.05,-8.888422e+07,334.88678
681,23136282.0,zx,-117964.94,-8.888422e+07,334.88678
682,23136282.0,zy,-134663.05,-8.888422e+07,334.88678
683,23136282.0,zz,-9.425579e+07,-8.888422e+07,334.88678
684,23636282.0,xx,-8.889872e+07,-8.889398e+07,334.88678
685,23636282.0,xy,-2.9674682e-10,-8.889398e+07,334.88678
686,23636282.0,xz,-118516.984,-8.889398e+07,334.88678
687,23636282.0,yx,-2.9674682e-10,-8.889398e+07,334.88678
688,23636282.0,yy,-8.890157e+07,-8.889398e+07,334.88678
689,23636282.0,yz,-135132.3,-8.889398e+07,334.88678
690,23636282.0,zx,-118516.984,-8.889398e+07,334.88678
691,23636282.0,zy,-135132.3,-8.889398e+07,334.88678
692,23636282.0,zz,-9.426459e+07,-8.889398e+07,334.88678
693,24136282.0,xx,-8.864063e+07,-8.863639e+07,334.61597
694,24136282.0,xy,-2.970881e-10,-8.863639e+07,334.61597
695,24136282.0,xz,-116800.125,-8.863639e+07,334.61597
696,24136282.0,yx,-2.970881e-10,-8.863639e+07,334.61597
697,24136282.0,yy,-8.864382e+07,-8.863639e+07,334.61597
698,24136282.0,yz,-133157.19,-8.863639e+07,334.61597
699,24136282.0,zx,-116800.125,-8.863639e+07,334.61597
700,24136282.0,zy,-133157.19,-8.863639e+07,334.61597
701,24136282.0,zz,-9.424477e+07,-8.863639e+07,334.61597
702,24636282.0,xx,-8.865109e+07,-8.864702e+07,334.61597
703,24636282.0,xy,-2.9736588e-10,-8.864702e+07,334.61597
704,24636282.0,xz,-117641.07,-8.864702e+07,334.61597
705,24636282.0,yx,-2.9736588e-10,-8.864702e+07,334.61597
706,24636282.0,yy,-8.8655176e+07,-8.864702e+07,334.61597
707,24636282.0,yz,-133828.4,-8.864702e+07,334.61597
708,24636282.0,zx,-117641.07,-8.864702e+07,334.61597
709,24636282.0,zy,-133828.4,-8.864702e+07,334.61597
710,24636282.0,zz,-9.425344e+07,-8.864702e+07,334.61597
711,25136282.0,xx,-8.8402056e+07,-8.839861e+07,334.3535
712,25136282.0,xy,-2.978065e-10,-8.839861e+07,334.3535
713,25136282.0,xz,-116324.08,-8.839861e+07,334.3535
714,25136282.0,yx,-2.978065e-10,-8.839861e+07,334.3535
715,25136282.0,yy,-8.8407784e+07,-8.839861e+07,334.3535
716,25136282.0,yz,-132176.9,-8.839861e+07,334.3535
717,25136282.0,zx,-116324.08,-8.839861e+07,334.3535
718,25136282.0,zy,-132176.9,-8.839861e+07,334.3535
719,25136282.0,zz,-9.423362e+07,-8.839861e+07,334.3535
720,25636282.0,xx,-8.841364e+07,-8.841026e+07,334.3535
721,25636282.0,xy,-2.9802816e-10,-8.841026e+07,334.3535
722,25636282.0,xz,-117429.18,-8.841026e+07,334.3535
723,25636282.0,yx,-2.9802816e-10,-8.841026e+07,334.3535
724,25636282.0,yy,-8.842035e+07,-8.841026e+07,334.3535
725,25636282.0,yz,-133039.1,-8.841026e+07,334.3535
726,25636282.0,zx,-117429.18,-8.841026e+07,334.3535
727,25636282.0,zy,-133039.1,-8.841026e+07,334.3535
728,25636282.0,zz,-9.424201e+07,-8.841026e+07,334.3535
729,26136282.0,xx,-8.817381e+07,-8.817075e+07,334.0987
730,26136282.0,xy,-2.9823408e-10,-8.817075e+07,334.0987
731,26136282.0,xz,-116472.28,-8.817075e+07,334.0987
732,26136282.0,yx,-2.9823408e-10,-8.817075e+07,334.0987
733,26136282.0,yy,-8.818148e+07,-8.817075e+07,334.0987
734,26136282.0,yz,-131675.81,-8.817075e+07,334.0987
735,26136282.0,zx,-116472.28,-8.817075e+07,334.0987
736,26136282.0,zy,-131675.81,-8.817075e+07,334.0987
737,26136282.0,zz,-9.422414e+07,-8.817075e+07,334.0987
738,26636282.0,xx,-8.818675e+07,-8.8183704e+07,334.0987
739,26636282.0,xy,-2.983769e-10,-8.8183704e+07,334.0987
740,26636282.0,xz,-117808.18,-8.8183704e+07,334.0987
741,26636282.0,yx,-2.983769e-10,-8.8183704e+07,334.0987
742,26636282.0,yy,-8.819546e+07,-8.8183704e+07,334.0987
743,26636282.0,yz,-132709.84,-8.8183704e+07,334.0987
744,26636282.0,zx,-117808.18,-8.8183704e+07,334.0987
745,26636282.0,zy,-132709.84,-8.8183704e+07,334.0987
746,26636282.0,zz,-9.423206e+07,-8.8183704e+07,334.0987
747,27136282.0,xx,-8.795625e+07,-8.79534e+07,333.8515
748,27136282.0,xy,-2.9839406e-10,-8.79534e+07,333.8515
749,27136282.0,xz,-117162.26,-8.79534e+07,333.8515
750,27136282.0,yx,-2.9839406e-10,-8.79534e+07,333.8515
751,27136282.0,yy,-8.796542e+07,-8.79534e+07,333.8515
752,27136282.0,yz,-131610.38,-8.79534e+07,333.8515
753,27136282.0,zx,-117162.26,-8.79534e+07,333.8515
754,27136282.0,zy,-131610.38,-8.79534e+07,333.8515
755,27136282.0,zz,-9.42149e+07,-8.79534e+07,333.8515
756,27636282.0,xx,-8.79708e+07,-8.796793e+07,333.8515
757,27636282.0,xy,-2.984352e-10,-8.796793e+07,333.8515
758,27636282.0,xz,-118683.79,-8.796793e+07,333.8515
759,27636282.0,yx,-2.984352e-10,-8.796793e+07,333.8515
760,27636282.0,yy,-8.798103e+07,-8.796793e+07,333.8515
761,27636282.0,yz,-132786.28,-8.796793e+07,333.8515
762,27636282.0,zx,-118683.79,-8.796793e+07,333.8515
763,27636282.0,zy,-132786.28,-8.796793e+07,333.8515
764,27636282.0,zz,-9.422215e+07,-8.796793e+07,333.8515
765,28136282.0,xx,-8.774918e+07,-8.7746504e+07,333.6113
766,28136282.0,xy,-2.9842356e-10,-8.7746504e+07,333.6113
767,28136282.0,xz,-118283.484,-8.7746504e+07,333.6113
768,28136282.0,yx,-2.9842356e-10,-8.7746504e+07,333.6113
769,28136282.0,yy,-8.77605e+07,-8.7746504e+07,333.6113
770,28136282.0,yz,-131903.27,-8.7746504e+07,333.6113
771,28136282.0,zx,-118283.484,-8.7746504e+07,333.6113
772,28136282.0,zy,-131903.27,-8.7746504e+07,333.6113
773,28136282.0,zz,-9.420458e+07,-8.7746504e+07,333.6113
774,28636282.0,xx,-8.776561e+07,-8.776288e+07,333.6113
775,28636282.0,xy,-2.9834527e-10,-8.776288e+07,333.6113
776,28636282.0,xz,-119936.08,-8.776288e+07,333.6113
777,28636282.0,yx,-2.9834527e-10,-8.776288e+07,333.6113
778,28636282.0,yy,-8.777798e+07,-8.776288e+07,333.6113
779,28636282.0,yz,-133182.03,-8.776288e+07,333.6113
780,28636282.0,zx,-119936.08,-8.776288e+07,333.6113
781,28636282.0,zy,-133182.03,-8.776288e+07,333.6113
782,28636282.0,zz,-9.4210984e+07,-8.776288e+07,333.6113
783,29136282.0,xx,-8.755308e+07,-8.755048e+07,333.37802
784,29136282.0,xy,-2.9813838e-10,-8.755048e+07,333.37802
785,29136282.0,xz,-119721.25,-8.755048e+07,333.37802
786,29136282.0,yx,-2.9813838e-10,-8.755048e+07,333.37802
787,29136282.0,yy,-8.756614e+07,-8.755048e+07,333.37802
788,29136282.0,yz,-132462.53,-8.755048e+07,333.37802
789,29136282.0,zx,-119721.25,-8.755048e+07,333.37802
790,29136282.0,zy,-132462.53,-8.755048e+07,333.37802
791,29136282.0,zz,-9.4193176e+07,-8.755048e+07,333.37802
792,29636282.0,xx,-8.757163e+07,-8.756898e+07,333.37802
793,29636282.0,xy,-2.9792158e-10,-8.756898e+07,333.37802
794,29636282.0,xz,-121446.72,-8.756898e+07,333.37802
795,29636282.0,yx,-2.9792158e-10,-8.756898e+07,333.37802
796,29636282.0,yy,-8.758573e+07,-8.756898e+07,333.37802
797,29636282.0,yz,-133800.11,-8.756898e+07,333.37802
798,29636282.0,zx,-121446.72,-8.756898e+07,333.37802
799,29636282.0,zy,-133800.11,-8.756898e+07,333.37802
800,29636282.0,zz,-9.419854e+07,-8.756898e+07,333.37802
801,30136282.0,xx,-8.736714e+07,-8.7364616e+07,333.15103
802,30136282.0,xy,-2.9755898e-10,-8.7364616e+07,333.15103
803,30136282.0,xz,-121341.375,-8.7364616e+07,333.15103
804,30136282.0,yx,-2.9755898e-10,-8.7364616e+07,333.15103
805,30136282.0,yy,-8.738275e+07,-8.7364616e+07,333.15103
806,30136282.0,yz,-133192.17,-8.7364616e+07,333.15103
807,30136282.0,zx,-121341.375,-8.7364616e+07,333.15103
808,30136282.0,zy,-133192.17,-8.7364616e+07,333.15103
809,30136282.0,zz,-9.418125e+07,-8.7364616e+07,333.15103
810,30636282.0,xx,-8.738807e+07,-8.738549e+07,333.15103
811,30636282.0,xy,-2.971892e-10,-8.738549e+07,333.15103
812,30636282.0,xz,-123082.055,-8.738549e+07,333.15103
813,30636282.0,yx,-2.971892e-10,-8.738549e+07,333.15103
814,30636282.0,yy,-8.740468e+07,-8.738549e+07,333.15103
815,30636282.0,yz,-134543.2,-8.738549e+07,333.15103
816,30636282.0,zx,-123082.055,-8.738549e+07,333.15103
817,30636282.0,zy,-134543.2,-8.738549e+07,333.15103
818,30636282.0,zz,-9.418544e+07,-8.738549e+07,333.15103
819,31136282.0,xx,-8.719314e+07,-8.719064e+07,332.93033
820,31136282.0,xy,-2.9664868e-10,-8.719064e+07,332.93033
821,31136282.0,xz,-123023.95,-8.719064e+07,332.93033
822,31136282.0,yx,-2.9664868e-10,-8.719064e+07,332.93033
823,31136282.0,yy,-8.721041e+07,-8.719064e+07,332.93033
824,31136282.0,yz,-133990.36,-8.719064e+07,332.93033
825,31136282.0,zx,-123023.95,-8.719064e+07,332.93033
826,31136282.0,zy,-133990.36,-8.719064e+07,332.93033
827,31136282.0,zz,-9.4166456e+07,-8.719064e+07,332.93033
828,31636282.0,xx,-8.721666e+07,-8.72141e+07,332.93033
829,31636282.0,xy,-2.9611677e-10,-8.72141e+07,332.93033
830,31636282.0,xz,-124720.46,-8.72141e+07,332.93033
831,31636282.0,yx,-2.9611677e-10,-8.72141e+07,332.93033
832,31636282.0,yy,-8.723484e+07,-8.72141e+07,332.93033
833,31636282.0,yz,-135306.34,-8.72141e+07,332.93033
834,31636282.0,zx,-124720.46,-8.72141e+07,332.93033
835,31636282.0,zy,-135306.34,-8.72141e+07,332.93033
836,31636282.0,zz,-9.416936e+07,-8.72141e+07,332.93033
837,32136282.0,xx,-8.702995e+07,-8.702748e+07,332.71545
838,32136282.0,xy,-2.9534372e-10,-8.702748e+07,332.71545
839,32136282.0,xz,-124648.125,-8.702748e+07,332.71545
840,32136282.0,yx,-2.9534372e-10,-8.702748e+07,332.71545
841,32136282.0,yy,-8.7049256e+07,-8.702748e+07,332.71545
842,32136282.0,yz,-134757.89,-8.702748e+07,332.71545
843,32136282.0,zx,-124648.125,-8.702748e+07,332.71545
844,32136282.0,zy,-134757.89,-8.702748e+07,332.71545
845,32136282.0,zz,-9.415156e+07,-8.702748e+07,332.71545
