time,bname,vname,u
8.547600e+02,ZP,UZ,-2.695219e-04
8.562700e+02,ZP,UZ,-2.706276e-04
8.577800e+02,ZP,UZ,-2.689690e-04
8.592800e+02,ZP,UZ,-2.692456e-04
8.607900e+02,ZP,UZ,-2.709042e-04
8.623000e+02,ZP,UZ,-2.695219e-04
8.638100e+02,ZP,UZ,-2.692456e-04
8.653100e+02,ZP,UZ,-2.692456e-04
8.668200e+02,ZP,UZ,-2.695219e-04
8.683300e+02,ZP,UZ,-2.697983e-04
8.698300e+02,ZP,UZ,-2.709042e-04
8.713400e+02,ZP,UZ,-2.689690e-04
8.728500e+02,ZP,UZ,-2.703512e-04
8.743500e+02,ZP,UZ,-2.695219e-04
8.758600e+02,ZP,UZ,-2.695219e-04
8.773700e+02,ZP,UZ,-2.686926e-04
8.788800e+02,ZP,UZ,-2.703512e-04
8.803800e+02,ZP,UZ,-2.686926e-04
8.818900e+02,ZP,UZ,-2.706276e-04
8.834000e+02,ZP,UZ,-2.692456e-04
8.849000e+02,ZP,UZ,-2.700749e-04
8.864100e+02,ZP,UZ,-2.695219e-04
8.879100e+02,ZP,UZ,-2.700749e-04
8.894200e+02,ZP,UZ,-2.695219e-04
8.909300e+02,ZP,UZ,-2.692456e-04
8.924300e+02,ZP,UZ,-2.700749e-04
8.939400e+02,ZP,UZ,-2.695219e-04
8.954400e+02,ZP,UZ,-2.695219e-04
8.969500e+02,ZP,UZ,-2.697983e-04
8.984600e+02,ZP,UZ,-2.695219e-04
8.999600e+02,ZP,UZ,-2.695219e-04
9.014700e+02,ZP,UZ,-2.645461e-04
9.029700e+02,ZP,UZ,-2.634404e-04
9.044800e+02,ZP,UZ,-2.678633e-04
9.059800e+02,ZP,UZ,-2.733921e-04
9.074900e+02,ZP,UZ,-2.808557e-04
9.089900e+02,ZP,UZ,-2.852786e-04
9.105900e+02,ZP,UZ,-2.921894e-04
9.121000e+02,ZP,UZ,-2.988239e-04
9.136000e+02,ZP,UZ,-3.026938e-04
9.151100e+02,ZP,UZ,-3.029704e-04
9.166200e+02,ZP,UZ,-3.029704e-04
9.181300e+02,ZP,UZ,-3.029704e-04
9.196300e+02,ZP,UZ,-3.029704e-04
9.211400e+02,ZP,UZ,-3.029704e-04
9.226400e+02,ZP,UZ,-3.029704e-04
9.241500e+02,ZP,UZ,-3.029704e-04
9.256600e+02,ZP,UZ,-3.026938e-04
9.271600e+02,ZP,UZ,-3.029704e-04
9.286700e+02,ZP,UZ,-3.029704e-04
9.301700e+02,ZP,UZ,-3.037997e-04
9.316800e+02,ZP,UZ,-3.037997e-04
9.331900e+02,ZP,UZ,-3.037997e-04
9.346900e+02,ZP,UZ,-3.029704e-04
9.362000e+02,ZP,UZ,-3.026938e-04
9.377000e+02,ZP,UZ,-3.029704e-04
9.392000e+02,ZP,UZ,-3.021411e-04
9.407100e+02,ZP,UZ,-3.037997e-04
9.422100e+02,ZP,UZ,-3.040761e-04
9.437200e+02,ZP,UZ,-3.029704e-04
9.452300e+02,ZP,UZ,-3.029704e-04
9.467300e+02,ZP,UZ,-3.029704e-04
9.482400e+02,ZP,UZ,-3.032468e-04
9.497500e+02,ZP,UZ,-3.043525e-04
9.512600e+02,ZP,UZ,-3.024175e-04
9.527600e+02,ZP,UZ,-3.026938e-04
9.542700e+02,ZP,UZ,-3.032468e-04
9.557700e+02,ZP,UZ,-3.035231e-04
9.572800e+02,ZP,UZ,-3.029704e-04
9.587900e+02,ZP,UZ,-3.026938e-04
9.602900e+02,ZP,UZ,-3.035231e-04
9.618000e+02,ZP,UZ,-3.046291e-04
9.633100e+02,ZP,UZ,-3.029704e-04
9.648200e+02,ZP,UZ,-3.026938e-04
9.663200e+02,ZP,UZ,-3.032468e-04
9.678300e+02,ZP,UZ,-3.026938e-04
9.693400e+02,ZP,UZ,-3.040761e-04
9.708500e+02,ZP,UZ,-3.026938e-04
9.723500e+02,ZP,UZ,-3.040761e-04
9.738600e+02,ZP,UZ,-3.029704e-04
9.753600e+02,ZP,UZ,-3.029704e-04
9.768700e+02,ZP,UZ,-3.029704e-04
9.783800e+02,ZP,UZ,-3.032468e-04
9.798800e+02,ZP,UZ,-3.029704e-04
9.813900e+02,ZP,UZ,-3.029704e-04
9.829000e+02,ZP,UZ,-3.026938e-04
9.844000e+02,ZP,UZ,-3.040761e-04
9.859100e+02,ZP,UZ,-3.024175e-04
9.874200e+02,ZP,UZ,-3.040761e-04
9.889200e+02,ZP,UZ,-3.032468e-04
9.904300e+02,ZP,UZ,-3.035231e-04
9.919300e+02,ZP,UZ,-3.026938e-04
9.934300e+02,ZP,UZ,-3.035231e-04
9.949400e+02,ZP,UZ,-3.040761e-04
9.964400e+02,ZP,UZ,-3.024175e-04
9.979500e+02,ZP,UZ,-3.026938e-04
9.994600e+02,ZP,UZ,-3.035231e-04
1.000960e+03,ZP,UZ,-3.026938e-04
1.002470e+03,ZP,UZ,-3.032468e-04
1.003970e+03,ZP,UZ,-3.043525e-04
1.005480e+03,ZP,UZ,-3.026938e-04
1.006990e+03,ZP,UZ,-3.024175e-04
1.008490e+03,ZP,UZ,-3.035231e-04
1.009990e+03,ZP,UZ,-3.043525e-04
1.011500e+03,ZP,UZ,-3.029704e-04
1.013010e+03,ZP,UZ,-3.026938e-04
1.014510e+03,ZP,UZ,-3.029704e-04
1.016020e+03,ZP,UZ,-3.043525e-04
1.017530e+03,ZP,UZ,-3.037997e-04
1.019040e+03,ZP,UZ,-3.029704e-04
1.020550e+03,ZP,UZ,-3.026938e-04
1.022050e+03,ZP,UZ,-3.029704e-04
1.023560e+03,ZP,UZ,-3.035231e-04
1.025070e+03,ZP,UZ,-3.035231e-04
1.026570e+03,ZP,UZ,-3.040761e-04
1.028080e+03,ZP,UZ,-3.026938e-04
1.029590e+03,ZP,UZ,-3.024175e-04
1.031090e+03,ZP,UZ,-3.024175e-04
1.032600e+03,ZP,UZ,-3.026938e-04
1.034110e+03,ZP,UZ,-3.046291e-04
1.035620e+03,ZP,UZ,-3.037997e-04
1.037120e+03,ZP,UZ,-3.037997e-04
1.038630e+03,ZP,UZ,-3.026938e-04
1.040130e+03,ZP,UZ,-3.024175e-04
1.041640e+03,ZP,UZ,-3.024175e-04
1.043140e+03,ZP,UZ,-3.029704e-04
1.044650e+03,ZP,UZ,-3.032468e-04
1.046150e+03,ZP,UZ,-3.032468e-04
1.047660e+03,ZP,UZ,-3.029704e-04
1.049170e+03,ZP,UZ,-3.032468e-04
1.050680e+03,ZP,UZ,-3.037997e-04
1.052180e+03,ZP,UZ,-3.024175e-04
1.053690e+03,ZP,UZ,-3.026938e-04
1.055200e+03,ZP,UZ,-3.026938e-04
1.056710e+03,ZP,UZ,-3.043525e-04
1.058220e+03,ZP,UZ,-3.026938e-04
1.059720e+03,ZP,UZ,-3.026938e-04
1.061230e+03,ZP,UZ,-3.029704e-04
1.062730e+03,ZP,UZ,-3.040761e-04
1.064240e+03,ZP,UZ,-3.037997e-04
1.065750e+03,ZP,UZ,-3.029704e-04
1.067250e+03,ZP,UZ,-3.029704e-04
1.068760e+03,ZP,UZ,-3.032468e-04
1.070270e+03,ZP,UZ,-3.032468e-04
1.071780e+03,ZP,UZ,-3.032468e-04
1.074790e+03,ZP,UZ,-3.024175e-04
1.076300e+03,ZP,UZ,-3.026938e-04
1.077810e+03,ZP,UZ,-3.026938e-04
1.079310e+03,ZP,UZ,-3.040761e-04
1.080820e+03,ZP,UZ,-3.040761e-04
1.082320e+03,ZP,UZ,-3.035231e-04
1.083830e+03,ZP,UZ,-3.029704e-04
1.085340e+03,ZP,UZ,-3.046291e-04
1.086850e+03,ZP,UZ,-3.035231e-04
1.088350e+03,ZP,UZ,-3.026938e-04
1.089860e+03,ZP,UZ,-3.035231e-04
1.091370e+03,ZP,UZ,-3.040761e-04
1.092870e+03,ZP,UZ,-3.026938e-04
1.094380e+03,ZP,UZ,-3.026938e-04
1.095890e+03,ZP,UZ,-3.029704e-04
1.097390e+03,ZP,UZ,-3.043525e-04
1.098900e+03,ZP,UZ,-3.046291e-04
1.100410e+03,ZP,UZ,-3.035231e-04
1.101910e+03,ZP,UZ,-3.029704e-04
1.103420e+03,ZP,UZ,-3.032468e-04
1.104930e+03,ZP,UZ,-3.024175e-04
1.107940e+03,ZP,UZ,-3.046291e-04
1.109450e+03,ZP,UZ,-3.029704e-04
1.110960e+03,ZP,UZ,-3.037997e-04
1.112460e+03,ZP,UZ,-3.029704e-04
1.113970e+03,ZP,UZ,-3.029704e-04
1.115480e+03,ZP,UZ,-3.040761e-04
1.116980e+03,ZP,UZ,-3.035231e-04
1.118490e+03,ZP,UZ,-3.026938e-04
1.120000e+03,ZP,UZ,-3.029704e-04
1.121510e+03,ZP,UZ,-3.029704e-04
1.123010e+03,ZP,UZ,-3.037997e-04
1.124520e+03,ZP,UZ,-3.026938e-04
1.126030e+03,ZP,UZ,-3.024175e-04
1.127540e+03,ZP,UZ,-3.024175e-04
1.129040e+03,ZP,UZ,-3.026938e-04
1.130550e+03,ZP,UZ,-3.029704e-04
1.132050e+03,ZP,UZ,-3.024175e-04
1.133560e+03,ZP,UZ,-3.024175e-04
1.135070e+03,ZP,UZ,-3.026938e-04
1.136580e+03,ZP,UZ,-3.037997e-04
1.138080e+03,ZP,UZ,-3.026938e-04
1.139590e+03,ZP,UZ,-3.024175e-04
1.141100e+03,ZP,UZ,-3.032468e-04
1.142610e+03,ZP,UZ,-3.040761e-04
1.144120e+03,ZP,UZ,-3.037997e-04
1.145620e+03,ZP,UZ,-3.037997e-04
1.147130e+03,ZP,UZ,-3.029704e-04
1.148640e+03,ZP,UZ,-3.032468e-04
1.150140e+03,ZP,UZ,-3.037997e-04
1.151650e+03,ZP,UZ,-3.037997e-04
1.153160e+03,ZP,UZ,-3.026938e-04
1.154660e+03,ZP,UZ,-3.043525e-04
1.156170e+03,ZP,UZ,-3.029704e-04
1.157680e+03,ZP,UZ,-3.024175e-04
1.159190e+03,ZP,UZ,-3.029704e-04
1.160690e+03,ZP,UZ,-3.037997e-04
1.162200e+03,ZP,UZ,-3.032468e-04
1.163710e+03,ZP,UZ,-3.046291e-04
1.165210e+03,ZP,UZ,-3.029704e-04
1.166720e+03,ZP,UZ,-3.024175e-04
1.168230e+03,ZP,UZ,-3.024175e-04
1.169730e+03,ZP,UZ,-3.029704e-04
1.171240e+03,ZP,UZ,-3.035231e-04
1.172750e+03,ZP,UZ,-3.029704e-04
1.174250e+03,ZP,UZ,-3.029704e-04
1.175760e+03,ZP,UZ,-3.032468e-04
1.177270e+03,ZP,UZ,-3.035231e-04
1.178780e+03,ZP,UZ,-3.037997e-04
1.180290e+03,ZP,UZ,-3.026938e-04
1.181790e+03,ZP,UZ,-3.026938e-04
1.183300e+03,ZP,UZ,-3.043525e-04
1.184810e+03,ZP,UZ,-3.043525e-04
1.186310e+03,ZP,UZ,-3.029704e-04
1.187820e+03,ZP,UZ,-3.040761e-04
1.189330e+03,ZP,UZ,-3.037997e-04
1.190840e+03,ZP,UZ,-3.029704e-04
1.192340e+03,ZP,UZ,-3.026938e-04
1.193850e+03,ZP,UZ,-3.024175e-04
1.195360e+03,ZP,UZ,-3.024175e-04
1.196870e+03,ZP,UZ,-3.026938e-04
1.198370e+03,ZP,UZ,-3.040761e-04
1.199880e+03,ZP,UZ,-3.035231e-04
1.201380e+03,ZP,UZ,-3.043525e-04
1.202890e+03,ZP,UZ,-3.029704e-04
1.204400e+03,ZP,UZ,-3.026938e-04
1.205900e+03,ZP,UZ,-3.021411e-04
1.207410e+03,ZP,UZ,-3.021411e-04
1.208920e+03,ZP,UZ,-3.035231e-04
1.210430e+03,ZP,UZ,-3.029704e-04
1.211940e+03,ZP,UZ,-3.043525e-04
1.213440e+03,ZP,UZ,-3.024175e-04
1.214950e+03,ZP,UZ,-3.040761e-04
1.216460e+03,ZP,UZ,-3.029704e-04
1.217960e+03,ZP,UZ,-3.029704e-04
1.219470e+03,ZP,UZ,-3.026938e-04
1.220980e+03,ZP,UZ,-3.024175e-04
1.222480e+03,ZP,UZ,-3.024175e-04
1.223990e+03,ZP,UZ,-3.026938e-04
1.225500e+03,ZP,UZ,-3.035231e-04
1.227010e+03,ZP,UZ,-3.040761e-04
1.228510e+03,ZP,UZ,-3.029704e-04
1.230020e+03,ZP,UZ,-3.040761e-04
1.231530e+03,ZP,UZ,-3.032468e-04
1.233040e+03,ZP,UZ,-3.032468e-04
1.234540e+03,ZP,UZ,-3.037997e-04
1.236050e+03,ZP,UZ,-3.029704e-04
1.239060e+03,ZP,UZ,-3.013118e-04
1.240570e+03,ZP,UZ,-3.024175e-04
1.242080e+03,ZP,UZ,-3.040761e-04
1.243580e+03,ZP,UZ,-3.104340e-04
1.245090e+03,ZP,UZ,-3.165155e-04
1.246600e+03,ZP,UZ,-3.217677e-04
1.248110e+03,ZP,UZ,-3.256379e-04
1.249610e+03,ZP,UZ,-3.300608e-04
1.251120e+03,ZP,UZ,-3.289551e-04
1.252630e+03,ZP,UZ,-3.286785e-04
1.254130e+03,ZP,UZ,-3.284022e-04
1.255640e+03,ZP,UZ,-3.284022e-04
1.257140e+03,ZP,UZ,-3.297842e-04
1.258650e+03,ZP,UZ,-3.286785e-04
1.260160e+03,ZP,UZ,-3.289551e-04
1.261670e+03,ZP,UZ,-3.306135e-04
1.263170e+03,ZP,UZ,-3.286785e-04
1.266190e+03,ZP,UZ,-3.297842e-04
1.267700e+03,ZP,UZ,-3.289551e-04
1.269200e+03,ZP,UZ,-3.303372e-04
1.270710e+03,ZP,UZ,-3.286785e-04
1.272220e+03,ZP,UZ,-3.300608e-04
1.273730e+03,ZP,UZ,-3.303372e-04
1.275230e+03,ZP,UZ,-3.292315e-04
1.276740e+03,ZP,UZ,-3.289551e-04
1.278250e+03,ZP,UZ,-3.297842e-04
1.279760e+03,ZP,UZ,-3.306135e-04
1.281270e+03,ZP,UZ,-3.303372e-04
1.282770e+03,ZP,UZ,-3.306135e-04
1.284280e+03,ZP,UZ,-3.306135e-04
1.285790e+03,ZP,UZ,-3.292315e-04
1.287290e+03,ZP,UZ,-3.297842e-04
1.288800e+03,ZP,UZ,-3.292315e-04
1.290310e+03,ZP,UZ,-3.300608e-04
1.291810e+03,ZP,UZ,-3.314428e-04
1.293320e+03,ZP,UZ,-3.297842e-04
1.294830e+03,ZP,UZ,-3.311665e-04
1.296340e+03,ZP,UZ,-3.300608e-04
1.297840e+03,ZP,UZ,-3.295078e-04
1.299350e+03,ZP,UZ,-3.297842e-04
1.300860e+03,ZP,UZ,-3.303372e-04
1.302370e+03,ZP,UZ,-3.297842e-04
1.303870e+03,ZP,UZ,-3.297842e-04
1.305380e+03,ZP,UZ,-3.308901e-04
1.306890e+03,ZP,UZ,-3.300608e-04
1.308390e+03,ZP,UZ,-3.297842e-04
1.309900e+03,ZP,UZ,-3.300608e-04
1.311410e+03,ZP,UZ,-3.306135e-04
1.312920e+03,ZP,UZ,-3.303372e-04
1.314420e+03,ZP,UZ,-3.306135e-04
1.315930e+03,ZP,UZ,-3.303372e-04
1.317440e+03,ZP,UZ,-3.314428e-04
1.318950e+03,ZP,UZ,-3.300608e-04
1.320450e+03,ZP,UZ,-3.311665e-04
1.321960e+03,ZP,UZ,-3.303372e-04
1.323470e+03,ZP,UZ,-3.308901e-04
1.324970e+03,ZP,UZ,-3.300608e-04
1.326480e+03,ZP,UZ,-3.317194e-04
1.327990e+03,ZP,UZ,-3.314428e-04
1.329490e+03,ZP,UZ,-3.303372e-04
1.331000e+03,ZP,UZ,-3.311665e-04
1.332510e+03,ZP,UZ,-3.314428e-04
1.334020e+03,ZP,UZ,-3.300608e-04
1.335530e+03,ZP,UZ,-3.300608e-04
1.337040e+03,ZP,UZ,-3.306135e-04
1.338540e+03,ZP,UZ,-3.303372e-04
1.340050e+03,ZP,UZ,-3.319958e-04
1.341560e+03,ZP,UZ,-3.297842e-04
1.343060e+03,ZP,UZ,-3.306135e-04
1.344570e+03,ZP,UZ,-3.303372e-04
1.346070e+03,ZP,UZ,-3.306135e-04
1.347580e+03,ZP,UZ,-3.306135e-04
1.349090e+03,ZP,UZ,-3.314428e-04
1.350600e+03,ZP,UZ,-3.317194e-04
1.352110e+03,ZP,UZ,-3.303372e-04
1.353610e+03,ZP,UZ,-3.303372e-04
1.355120e+03,ZP,UZ,-3.297842e-04
1.356630e+03,ZP,UZ,-3.303372e-04
1.358140e+03,ZP,UZ,-3.297842e-04
1.359640e+03,ZP,UZ,-3.300608e-04
1.361150e+03,ZP,UZ,-3.314428e-04
1.362660e+03,ZP,UZ,-3.314428e-04
1.364160e+03,ZP,UZ,-3.314428e-04
1.365670e+03,ZP,UZ,-3.311665e-04
1.367180e+03,ZP,UZ,-3.314428e-04
1.368690e+03,ZP,UZ,-3.311665e-04
1.370200e+03,ZP,UZ,-3.308901e-04
1.371710e+03,ZP,UZ,-3.303372e-04
1.373210e+03,ZP,UZ,-3.317194e-04
1.374720e+03,ZP,UZ,-3.314428e-04
1.376230e+03,ZP,UZ,-3.306135e-04
1.377730e+03,ZP,UZ,-3.308901e-04
1.379240e+03,ZP,UZ,-3.303372e-04
1.380740e+03,ZP,UZ,-3.300608e-04
1.382250e+03,ZP,UZ,-3.303372e-04
1.383760e+03,ZP,UZ,-3.297842e-04
1.385270e+03,ZP,UZ,-3.308901e-04
1.386780e+03,ZP,UZ,-3.317194e-04
1.388280e+03,ZP,UZ,-3.311665e-04
1.389790e+03,ZP,UZ,-3.308901e-04
1.391300e+03,ZP,UZ,-3.311665e-04
1.392800e+03,ZP,UZ,-3.308901e-04
1.394310e+03,ZP,UZ,-3.300608e-04
1.395820e+03,ZP,UZ,-3.308901e-04
1.397330e+03,ZP,UZ,-3.314428e-04
1.398830e+03,ZP,UZ,-3.303372e-04
1.400340e+03,ZP,UZ,-3.303372e-04
1.401850e+03,ZP,UZ,-3.314428e-04
1.403350e+03,ZP,UZ,-3.314428e-04
1.404860e+03,ZP,UZ,-3.317194e-04
1.406370e+03,ZP,UZ,-3.317194e-04
1.407880e+03,ZP,UZ,-3.303372e-04
1.409380e+03,ZP,UZ,-3.308901e-04
1.410890e+03,ZP,UZ,-3.303372e-04
1.412390e+03,ZP,UZ,-3.303372e-04
1.413900e+03,ZP,UZ,-3.319958e-04
1.415410e+03,ZP,UZ,-3.319958e-04
1.416920e+03,ZP,UZ,-3.306135e-04
1.418420e+03,ZP,UZ,-3.306135e-04
1.419930e+03,ZP,UZ,-3.311665e-04
1.421440e+03,ZP,UZ,-3.314428e-04
1.422950e+03,ZP,UZ,-3.308901e-04
1.424460e+03,ZP,UZ,-3.303372e-04
1.425960e+03,ZP,UZ,-3.303372e-04
1.427470e+03,ZP,UZ,-3.300608e-04
1.428980e+03,ZP,UZ,-3.308901e-04
1.430480e+03,ZP,UZ,-3.311665e-04
1.431990e+03,ZP,UZ,-3.308901e-04
1.433490e+03,ZP,UZ,-3.300608e-04
1.435000e+03,ZP,UZ,-3.303372e-04
1.436510e+03,ZP,UZ,-3.317194e-04
1.438020e+03,ZP,UZ,-3.308901e-04
1.439530e+03,ZP,UZ,-3.311665e-04
1.441030e+03,ZP,UZ,-3.311665e-04
1.442540e+03,ZP,UZ,-3.303372e-04
1.444050e+03,ZP,UZ,-3.300608e-04
1.445560e+03,ZP,UZ,-3.303372e-04
1.447060e+03,ZP,UZ,-3.317194e-04
1.448570e+03,ZP,UZ,-3.308901e-04
1.450080e+03,ZP,UZ,-3.306135e-04
1.451580e+03,ZP,UZ,-3.308901e-04
1.453090e+03,ZP,UZ,-3.311665e-04
1.454600e+03,ZP,UZ,-3.306135e-04
1.456110e+03,ZP,UZ,-3.306135e-04
1.457610e+03,ZP,UZ,-3.308901e-04
1.459120e+03,ZP,UZ,-3.306135e-04
1.460630e+03,ZP,UZ,-3.306135e-04
1.462140e+03,ZP,UZ,-3.306135e-04
1.463640e+03,ZP,UZ,-3.308901e-04
1.465150e+03,ZP,UZ,-3.314428e-04
1.466650e+03,ZP,UZ,-3.306135e-04
1.468160e+03,ZP,UZ,-3.306135e-04
1.469670e+03,ZP,UZ,-3.314428e-04
1.471180e+03,ZP,UZ,-3.306135e-04
1.472690e+03,ZP,UZ,-3.306135e-04
1.474190e+03,ZP,UZ,-3.311665e-04
1.475700e+03,ZP,UZ,-3.306135e-04
1.477210e+03,ZP,UZ,-3.317194e-04
1.478720e+03,ZP,UZ,-3.314428e-04
1.480220e+03,ZP,UZ,-3.303372e-04
1.481730e+03,ZP,UZ,-3.308901e-04
1.483240e+03,ZP,UZ,-3.306135e-04
1.484740e+03,ZP,UZ,-3.314428e-04
1.486250e+03,ZP,UZ,-3.317194e-04
1.487760e+03,ZP,UZ,-3.317194e-04
1.489270e+03,ZP,UZ,-3.308901e-04
1.490780e+03,ZP,UZ,-3.303372e-04
1.492280e+03,ZP,UZ,-3.306135e-04
1.493790e+03,ZP,UZ,-3.303372e-04
1.495300e+03,ZP,UZ,-3.308901e-04
1.496800e+03,ZP,UZ,-3.308901e-04
1.498310e+03,ZP,UZ,-3.306135e-04
1.499820e+03,ZP,UZ,-3.308901e-04
1.501320e+03,ZP,UZ,-3.306135e-04
1.502830e+03,ZP,UZ,-3.308901e-04
1.504340e+03,ZP,UZ,-3.308901e-04
1.505850e+03,ZP,UZ,-3.308901e-04
1.507360e+03,ZP,UZ,-3.306135e-04
1.508870e+03,ZP,UZ,-3.317194e-04
1.510370e+03,ZP,UZ,-3.308901e-04
1.511880e+03,ZP,UZ,-3.308901e-04
1.513390e+03,ZP,UZ,-3.306135e-04
1.514900e+03,ZP,UZ,-3.308901e-04
1.516400e+03,ZP,UZ,-3.314428e-04
1.517910e+03,ZP,UZ,-3.314428e-04
1.519420e+03,ZP,UZ,-3.308901e-04
1.520920e+03,ZP,UZ,-3.311665e-04
1.522430e+03,ZP,UZ,-3.311665e-04
1.523940e+03,ZP,UZ,-3.308901e-04
1.525450e+03,ZP,UZ,-3.311665e-04
1.526960e+03,ZP,UZ,-3.308901e-04
1.528460e+03,ZP,UZ,-3.303372e-04
1.529970e+03,ZP,UZ,-3.319958e-04
1.531480e+03,ZP,UZ,-3.314428e-04
1.532990e+03,ZP,UZ,-3.314428e-04
1.534490e+03,ZP,UZ,-3.311665e-04
1.536000e+03,ZP,UZ,-3.317194e-04
1.537510e+03,ZP,UZ,-3.306135e-04
1.539020e+03,ZP,UZ,-3.308901e-04
1.540520e+03,ZP,UZ,-3.311665e-04
1.542030e+03,ZP,UZ,-3.311665e-04
1.543540e+03,ZP,UZ,-3.314428e-04
1.545050e+03,ZP,UZ,-3.308901e-04
1.546560e+03,ZP,UZ,-3.311665e-04
1.548060e+03,ZP,UZ,-3.308901e-04
1.549570e+03,ZP,UZ,-3.311665e-04
1.551080e+03,ZP,UZ,-3.322721e-04
1.552580e+03,ZP,UZ,-3.308901e-04
1.554090e+03,ZP,UZ,-3.319958e-04
1.557110e+03,ZP,UZ,-3.322721e-04
1.558620e+03,ZP,UZ,-3.306135e-04
1.560120e+03,ZP,UZ,-3.319958e-04
1.561630e+03,ZP,UZ,-3.306135e-04
1.563140e+03,ZP,UZ,-3.314428e-04
1.564650e+03,ZP,UZ,-3.322721e-04
1.566160e+03,ZP,UZ,-3.317194e-04
1.567660e+03,ZP,UZ,-3.306135e-04
1.569170e+03,ZP,UZ,-3.300608e-04
1.570680e+03,ZP,UZ,-3.319958e-04
1.572180e+03,ZP,UZ,-3.358657e-04
1.573690e+03,ZP,UZ,-3.405652e-04
1.575200e+03,ZP,UZ,-3.447118e-04
1.576700e+03,ZP,UZ,-3.496874e-04
1.578210e+03,ZP,UZ,-3.554926e-04
1.579720e+03,ZP,UZ,-3.557689e-04
1.581230e+03,ZP,UZ,-3.560455e-04
1.582740e+03,ZP,UZ,-3.571512e-04
1.584240e+03,ZP,UZ,-3.565982e-04
1.585750e+03,ZP,UZ,-3.568748e-04
1.587260e+03,ZP,UZ,-3.577041e-04
1.588770e+03,ZP,UZ,-3.574275e-04
1.590270e+03,ZP,UZ,-3.574275e-04
1.593290e+03,ZP,UZ,-3.585334e-04
1.594800e+03,ZP,UZ,-3.579805e-04
1.596310e+03,ZP,UZ,-3.579805e-04
1.597810e+03,ZP,UZ,-3.593628e-04
1.599320e+03,ZP,UZ,-3.579805e-04
1.600830e+03,ZP,UZ,-3.582568e-04
1.602340e+03,ZP,UZ,-3.585334e-04
1.603840e+03,ZP,UZ,-3.588098e-04
1.605350e+03,ZP,UZ,-3.599155e-04
1.606860e+03,ZP,UZ,-3.596391e-04
1.608360e+03,ZP,UZ,-3.588098e-04
1.609870e+03,ZP,UZ,-3.588098e-04
1.611380e+03,ZP,UZ,-3.590862e-04
1.612880e+03,ZP,UZ,-3.590862e-04
1.614390e+03,ZP,UZ,-3.590862e-04
1.615900e+03,ZP,UZ,-3.593628e-04
1.617410e+03,ZP,UZ,-3.599155e-04
1.618920e+03,ZP,UZ,-3.596391e-04
1.620420e+03,ZP,UZ,-3.596391e-04
1.621930e+03,ZP,UZ,-3.596391e-04
1.623440e+03,ZP,UZ,-3.596391e-04
1.624940e+03,ZP,UZ,-3.596391e-04
1.626450e+03,ZP,UZ,-3.593628e-04
1.627960e+03,ZP,UZ,-3.596391e-04
1.629470e+03,ZP,UZ,-3.601918e-04
1.630970e+03,ZP,UZ,-3.601918e-04
1.632480e+03,ZP,UZ,-3.601918e-04
1.633990e+03,ZP,UZ,-3.604684e-04
1.635500e+03,ZP,UZ,-3.615741e-04
1.637010e+03,ZP,UZ,-3.604684e-04
1.638510e+03,ZP,UZ,-3.604684e-04
1.640020e+03,ZP,UZ,-3.612977e-04
1.641520e+03,ZP,UZ,-3.615741e-04
1.643030e+03,ZP,UZ,-3.618504e-04
1.644540e+03,ZP,UZ,-3.618504e-04
1.646050e+03,ZP,UZ,-3.607448e-04
1.647560e+03,ZP,UZ,-3.604684e-04
1.649060e+03,ZP,UZ,-3.604684e-04
1.650570e+03,ZP,UZ,-3.604684e-04
1.652080e+03,ZP,UZ,-3.607448e-04
1.653590e+03,ZP,UZ,-3.607448e-04
1.655090e+03,ZP,UZ,-3.610211e-04
1.656600e+03,ZP,UZ,-3.610211e-04
1.658110e+03,ZP,UZ,-3.612977e-04
1.661120e+03,ZP,UZ,-3.624034e-04
1.662630e+03,ZP,UZ,-3.618504e-04
1.664140e+03,ZP,UZ,-3.610211e-04
1.665650e+03,ZP,UZ,-3.610211e-04
1.667150e+03,ZP,UZ,-3.612977e-04
1.668660e+03,ZP,UZ,-3.618504e-04
1.670170e+03,ZP,UZ,-3.612977e-04
1.671680e+03,ZP,UZ,-3.612977e-04
1.673180e+03,ZP,UZ,-3.621270e-04
1.674690e+03,ZP,UZ,-3.618504e-04
1.676200e+03,ZP,UZ,-3.626797e-04
1.677700e+03,ZP,UZ,-3.632327e-04
1.679210e+03,ZP,UZ,-3.618504e-04
1.680720e+03,ZP,UZ,-3.615741e-04
1.682230e+03,ZP,UZ,-3.626797e-04
1.683740e+03,ZP,UZ,-3.615741e-04
1.685240e+03,ZP,UZ,-3.632327e-04
1.686750e+03,ZP,UZ,-3.626797e-04
1.688260e+03,ZP,UZ,-3.624034e-04
1.689770e+03,ZP,UZ,-3.621270e-04
1.691270e+03,ZP,UZ,-3.632327e-04
1.692780e+03,ZP,UZ,-3.621270e-04
1.694290e+03,ZP,UZ,-3.632327e-04
1.695800e+03,ZP,UZ,-3.618504e-04
1.697310e+03,ZP,UZ,-3.626797e-04
1.698810e+03,ZP,UZ,-3.621270e-04
1.700320e+03,ZP,UZ,-3.621270e-04
1.701830e+03,ZP,UZ,-3.632327e-04
1.703340e+03,ZP,UZ,-3.624034e-04
1.704840e+03,ZP,UZ,-3.621270e-04
1.706350e+03,ZP,UZ,-3.624034e-04
