,time,point_idx,ten9_comp,Total Stress,S3 Magnitude
46224,12636283.0,86,xx,-9.7115736e+07,-9.491837e+07
46225,12636283.0,86,xy,-5903.4688,-9.491837e+07
46226,12636283.0,86,xz,40020.777,-9.491837e+07
46227,12636283.0,86,yx,-5903.4688,-9.491837e+07
46228,12636283.0,86,yy,-9.586869e+07,-9.491837e+07
46229,12636283.0,86,yz,-1.3394432e+06,-9.491837e+07
46230,12636283.0,86,zx,40020.777,-9.491837e+07
46231,12636283.0,86,zy,-1.3394432e+06,-9.491837e+07
46232,12636283.0,86,zz,-9.680733e+07,-9.491837e+07
46233,12636283.0,87,xx,-9.714189e+07,-9.49716e+07
46234,12636283.0,87,xy,11030.245,-9.49716e+07
46235,12636283.0,87,xz,28398.453,-9.49716e+07
46236,12636283.0,87,yx,11030.245,-9.49716e+07
46237,12636283.0,87,yy,-9.599979e+07,-9.49716e+07
46238,12636283.0,87,yz,-1.3760911e+06,-9.49716e+07
46239,12636283.0,87,zx,28398.453,-9.49716e+07
46240,12636283.0,87,zy,-1.3760911e+06,-9.49716e+07
46241,12636283.0,87,zz,-9.6813384e+07,-9.49716e+07
46242,12636283.0,88,xx,-9.706034e+07,-9.4872104e+07
46243,12636283.0,88,xy,21171.525,-9.4872104e+07
46244,12636283.0,88,xz,34145.414,-9.4872104e+07
46245,12636283.0,88,yx,21171.525,-9.4872104e+07
46246,12636283.0,88,yy,-9.582431e+07,-9.4872104e+07
46247,12636283.0,88,yz,-1.3269875e+06,-9.4872104e+07
46248,12636283.0,88,zx,34145.414,-9.4872104e+07
46249,12636283.0,88,zy,-1.3269875e+06,-9.4872104e+07
46250,12636283.0,88,zz,-9.672139e+07,-9.4872104e+07
46251,12636283.0,89,xx,-9.700101e+07,-9.4808856e+07
46252,12636283.0,89,xy,3703.8086,-9.4808856e+07
46253,12636283.0,89,xz,8443.906,-9.4808856e+07
46254,12636283.0,89,yx,3703.8086,-9.4808856e+07
46255,12636283.0,89,yy,-9.57649e+07,-9.4808856e+07
46256,12636283.0,89,yz,-1.3058225e+06,-9.4808856e+07
46257,12636283.0,89,zx,8443.906,-9.4808856e+07
46258,12636283.0,89,zy,-1.3058225e+06,-9.4808856e+07
46259,12636283.0,89,zz,-9.659244e+07,-9.4808856e+07
46260,12636283.0,90,xx,-9.682358e+07,-9.458522e+07
46261,12636283.0,90,xy,28383.826,-9.458522e+07
46262,12636283.0,90,xz,-29204.195,-9.458522e+07
46263,12636283.0,90,yx,28383.826,-9.458522e+07
46264,12636283.0,90,yy,-9.546654e+07,-9.458522e+07
46265,12636283.0,90,yz,-1.2498266e+06,-9.458522e+07
46266,12636283.0,90,zx,-29204.195,-9.458522e+07
46267,12636283.0,90,zy,-1.2498266e+06,-9.458522e+07
46268,12636283.0,90,zz,-9.635978e+07,-9.458522e+07
46269,12636283.0,91,xx,-9.707326e+07,-9.500894e+07
46270,12636283.0,91,xy,-3035.566,-9.500894e+07
46271,12636283.0,91,xz,-99969.17,-9.500894e+07
46272,12636283.0,91,yx,-3035.566,-9.500894e+07
46273,12636283.0,91,yy,-9.577382e+07,-9.500894e+07
46274,12636283.0,91,yz,-1.1374702e+06,-9.500894e+07
46275,12636283.0,91,zx,-99969.17,-9.500894e+07
46276,12636283.0,91,zy,-1.1374702e+06,-9.500894e+07
46277,12636283.0,91,zz,-9.6704904e+07,-9.500894e+07
46278,12636283.0,92,xx,-9.719695e+07,-9.517995e+07
46279,12636283.0,92,xy,6023.306,-9.517995e+07
46280,12636283.0,92,xz,-138626.72,-9.517995e+07
46281,12636283.0,92,yx,6023.306,-9.517995e+07
46282,12636283.0,92,yy,-9.59067e+07,-9.517995e+07
46283,12636283.0,92,yz,-1.1045402e+06,-9.517995e+07
46284,12636283.0,92,zx,-138626.72,-9.517995e+07
46285,12636283.0,92,zy,-1.1045402e+06,-9.517995e+07
46286,12636283.0,92,zz,-9.6869496e+07,-9.517995e+07
46287,12636283.0,93,xx,-9.733205e+07,-9.531054e+07
46288,12636283.0,93,xy,13564.811,-9.531054e+07
46289,12636283.0,93,xz,-136905.7,-9.531054e+07
46290,12636283.0,93,yx,13564.811,-9.531054e+07
46291,12636283.0,93,yy,-9.606655e+07,-9.531054e+07
46292,12636283.0,93,yz,-1.152195e+06,-9.531054e+07
46293,12636283.0,93,zx,-136905.7,-9.531054e+07
46294,12636283.0,93,zy,-1.152195e+06,-9.531054e+07
46295,12636283.0,93,zz,-9.707883e+07,-9.531054e+07
46296,12636283.0,94,xx,-9.72911e+07,-9.53067e+07
46297,12636283.0,94,xy,15267.175,-9.53067e+07
46298,12636283.0,94,xz,-104277.414,-9.53067e+07
46299,12636283.0,94,yx,15267.175,-9.53067e+07
46300,12636283.0,94,yy,-9.6037416e+07,-9.53067e+07
46301,12636283.0,94,yz,-1.1165825e+06,-9.53067e+07
46302,12636283.0,94,zx,-104277.414,-9.53067e+07
46303,12636283.0,94,zy,-1.1165825e+06,-9.53067e+07
46304,12636283.0,94,zz,-9.702113e+07,-9.53067e+07
46305,12636283.0,95,xx,-9.7211464e+07,-9.520911e+07
46306,12636283.0,95,xy,18022.32,-9.520911e+07
46307,12636283.0,95,xz,-77085.94,-9.520911e+07
46308,12636283.0,95,yx,18022.32,-9.520911e+07
46309,12636283.0,95,yy,-9.597719e+07,-9.520911e+07
46310,12636283.0,95,yz,-1.136257e+06,-9.520911e+07
46311,12636283.0,95,zx,-77085.94,-9.520911e+07
46312,12636283.0,95,zy,-1.136257e+06,-9.520911e+07
46313,12636283.0,95,zz,-9.689539e+07,-9.520911e+07
46314,12636283.0,96,xx,-9.7133896e+07,-9.5181624e+07
46315,12636283.0,96,xy,-5634.72,-9.5181624e+07
46316,12636283.0,96,xz,-8511.58,-9.5181624e+07
46317,12636283.0,96,yx,-5634.72,-9.5181624e+07
46318,12636283.0,96,yy,-9.600225e+07,-9.5181624e+07
46319,12636283.0,96,yz,-1.1120214e+06,-9.5181624e+07
46320,12636283.0,96,zx,-8511.58,-9.5181624e+07
46321,12636283.0,96,zy,-1.1120214e+06,-9.5181624e+07
46322,12636283.0,96,zz,-9.668851e+07,-9.5181624e+07
46323,12636283.0,97,xx,-9.720189e+07,-9.531196e+07
46324,12636283.0,97,xy,41807.848,-9.531196e+07
46325,12636283.0,97,xz,-135339.94,-9.531196e+07
46326,12636283.0,97,yx,41807.848,-9.531196e+07
46327,12636283.0,97,yy,-9.59678e+07,-9.531196e+07
46328,12636283.0,97,yz,-1.0300969e+06,-9.531196e+07
46329,12636283.0,97,zx,-135339.94,-9.531196e+07
46330,12636283.0,97,zy,-1.0300969e+06,-9.531196e+07
46331,12636283.0,97,zz,-9.6951304e+07,-9.531196e+07
46332,12636283.0,98,xx,-9.732595e+07,-9.551082e+07
46333,12636283.0,98,xy,45660.25,-9.551082e+07
46334,12636283.0,98,xz,-101519.46,-9.551082e+07
46335,12636283.0,98,yx,45660.25,-9.551082e+07
46336,12636283.0,98,yy,-9.61173e+07,-9.551082e+07
46337,12636283.0,98,yz,-1.02147994e+06,-9.551082e+07
46338,12636283.0,98,zx,-101519.46,-9.551082e+07
46339,12636283.0,98,zy,-1.02147994e+06,-9.551082e+07
46340,12636283.0,98,zz,-9.724883e+07,-9.551082e+07
46341,12636283.0,99,xx,-9.7397384e+07,-9.556232e+07
46342,12636283.0,99,xy,36505.59,-9.556232e+07
46343,12636283.0,99,xz,-59741.246,-9.556232e+07
46344,12636283.0,99,yx,36505.59,-9.556232e+07
46345,12636283.0,99,yy,-9.609488e+07,-9.556232e+07
46346,12636283.0,99,yz,-1.0230133e+06,-9.556232e+07
46347,12636283.0,99,zx,-59741.246,-9.556232e+07
46348,12636283.0,99,zy,-1.0230133e+06,-9.556232e+07
46349,12636283.0,99,zz,-9.753667e+07,-9.556232e+07
46350,12636283.0,100,xx,-9.742878e+07,-9.569425e+07
46351,12636283.0,100,xy,5559.474,-9.569425e+07
46352,12636283.0,100,xz,-63769.81,-9.569425e+07
46353,12636283.0,100,yx,5559.474,-9.569425e+07
46354,12636283.0,100,yy,-9.616103e+07,-9.569425e+07
46355,12636283.0,100,yz,-909253.9,-9.569425e+07
46356,12636283.0,100,zx,-63769.81,-9.569425e+07
46357,12636283.0,100,zy,-909253.9,-9.569425e+07
46358,12636283.0,100,zz,-9.746859e+07,-9.569425e+07
46359,13136283.0,0,xx,-9.20854e+07,-9.2063864e+07
46360,13136283.0,0,xy,-2.9654396e-10,-9.2063864e+07
46361,13136283.0,0,xz,-170140.5,-9.2063864e+07
46362,13136283.0,0,yx,-2.9654396e-10,-9.2063864e+07
46363,13136283.0,0,yy,-9.20924e+07,-9.2063864e+07
46364,13136283.0,0,yz,-176757.62,-9.2063864e+07
46365,13136283.0,0,zx,-170140.5,-9.2063864e+07
46366,13136283.0,0,zy,-176757.62,-9.2063864e+07
46367,13136283.0,0,zz,-9.450285e+07,-9.2063864e+07
46368,13136283.0,1,xx,-9.188585e+07,-9.188029e+07
46369,13136283.0,1,xy,8352.048,-9.188029e+07
46370,13136283.0,1,xz,-82830.58,-9.188029e+07
46371,13136283.0,1,yx,8352.048,-9.188029e+07
46372,13136283.0,1,yy,-9.192061e+07,-9.188029e+07
46373,13136283.0,1,yz,-39526.33,-9.188029e+07
46374,13136283.0,1,zx,-82830.58,-9.188029e+07
46375,13136283.0,1,zy,-39526.33,-9.188029e+07
46376,13136283.0,1,zz,-9.407985e+07,-9.188029e+07
46377,13136283.0,2,xx,-9.1678104e+07,-9.163758e+07
46378,13136283.0,2,xy,2345.7112,-9.163758e+07
46379,13136283.0,2,xz,-29428.01,-9.163758e+07
46380,13136283.0,2,yx,2345.7112,-9.163758e+07
46381,13136283.0,2,yy,-9.163773e+07,-9.163758e+07
46382,13136283.0,2,yz,-1953.5118,-9.163758e+07
46383,13136283.0,2,zx,-29428.01,-9.163758e+07
46384,13136283.0,2,zy,-1953.5118,-9.163758e+07
46385,13136283.0,2,zz,-9.349243e+07,-9.163758e+07
46386,13136283.0,3,xx,-9.178309e+07,-9.158349e+07
46387,13136283.0,3,xy,-17575.445,-9.158349e+07
46388,13136283.0,3,xz,39383.465,-9.158349e+07
46389,13136283.0,3,yx,-17575.445,-9.158349e+07
46390,13136283.0,3,yy,-9.159112e+07,-9.158349e+07
46391,13136283.0,3,yz,110419.8,-9.158349e+07
46392,13136283.0,3,zx,39383.465,-9.158349e+07
46393,13136283.0,3,zy,110419.8,-9.158349e+07
46394,13136283.0,3,zz,-9.347159e+07,-9.158349e+07
46395,13136283.0,4,xx,-9.205731e+07,-9.183127e+07
46396,13136283.0,4,xy,6459.6665,-9.183127e+07
46397,13136283.0,4,xz,-44082.188,-9.183127e+07
46398,13136283.0,4,yx,6459.6665,-9.183127e+07
46399,13136283.0,4,yy,-9.18356e+07,-9.183127e+07
46400,13136283.0,4,yz,93833.64,-9.183127e+07
46401,13136283.0,4,zx,-44082.188,-9.183127e+07
46402,13136283.0,4,zy,93833.64,-9.183127e+07
46403,13136283.0,4,zz,-9.390804e+07,-9.183127e+07
46404,13136283.0,5,xx,-9.2362744e+07,-9.202807e+07
46405,13136283.0,5,xy,28864.32,-9.202807e+07
46406,13136283.0,5,xz,-80377.46,-9.202807e+07
46407,13136283.0,5,yx,28864.32,-9.202807e+07
46408,13136283.0,5,yy,-9.20459e+07,-9.202807e+07
46409,13136283.0,5,yz,192097.56,-9.202807e+07
46410,13136283.0,5,zx,-80377.46,-9.202807e+07
46411,13136283.0,5,zy,192097.56,-9.202807e+07
46412,13136283.0,5,zz,-9.428179e+07,-9.202807e+07
46413,13136283.0,6,xx,-9.245841e+07,-9.1984376e+07
46414,13136283.0,6,xy,-2382.3816,-9.1984376e+07
46415,13136283.0,6,xz,-2124.0542,-9.1984376e+07
46416,13136283.0,6,yx,-2382.3816,-9.1984376e+07
46417,13136283.0,6,yy,-9.198482e+07,-9.1984376e+07
46418,13136283.0,6,yz,-34520.06,-9.1984376e+07
46419,13136283.0,6,zx,-2124.0542,-9.1984376e+07
46420,13136283.0,6,zy,-34520.06,-9.1984376e+07
46421,13136283.0,6,zz,-9.47755e+07,-9.1984376e+07
46422,13136283.0,7,xx,-9.274067e+07,-9.243901e+07
46423,13136283.0,7,xy,32229.48,-9.243901e+07
46424,13136283.0,7,xz,41549.516,-9.243901e+07
46425,13136283.0,7,yx,32229.48,-9.243901e+07
46426,13136283.0,7,yy,-9.244678e+07,-9.243901e+07
46427,13136283.0,7,yz,101299.96,-9.243901e+07
46428,13136283.0,7,zx,41549.516,-9.243901e+07
46429,13136283.0,7,zy,101299.96,-9.243901e+07
46430,13136283.0,7,zz,-9.5025256e+07,-9.243901e+07
46431,13136283.0,8,xx,-9.2697624e+07,-9.233285e+07
46432,13136283.0,8,xy,26819.564,-9.233285e+07
46433,13136283.0,8,xz,9114.882,-9.233285e+07
46434,13136283.0,8,yx,26819.564,-9.233285e+07
46435,13136283.0,8,yy,-9.233906e+07,-9.233285e+07
46436,13136283.0,8,yz,104283.67,-9.233285e+07
46437,13136283.0,8,zx,9114.882,-9.233285e+07
46438,13136283.0,8,zy,104283.67,-9.233285e+07
46439,13136283.0,8,zz,-9.4931976e+07,-9.233285e+07
46440,13136283.0,9,xx,-9.255756e+07,-9.2230344e+07
46441,13136283.0,9,xy,-10673.623,-9.2230344e+07
46442,13136283.0,9,xz,108372.37,-9.2230344e+07
46443,13136283.0,9,yx,-10673.623,-9.2230344e+07
46444,13136283.0,9,yy,-9.223625e+07,-9.2230344e+07
46445,13136283.0,9,yz,116462.62,-9.2230344e+07
46446,13136283.0,9,zx,108372.37,-9.2230344e+07
46447,13136283.0,9,zy,116462.62,-9.2230344e+07
46448,13136283.0,9,zz,-9.455922e+07,-9.2230344e+07
46449,13136283.0,10,xx,-9.26105e+07,-9.230916e+07
46450,13136283.0,10,xy,-9972.851,-9.230916e+07
46451,13136283.0,10,xz,70957.66,-9.230916e+07
46452,13136283.0,10,yx,-9972.851,-9.230916e+07
46453,13136283.0,10,yy,-9.231196e+07,-9.230916e+07
46454,13136283.0,10,yz,77426.39,-9.230916e+07
46455,13136283.0,10,zx,70957.66,-9.230916e+07
46456,13136283.0,10,zy,77426.39,-9.230916e+07
46457,13136283.0,10,zz,-9.460915e+07,-9.230916e+07
46458,13136283.0,11,xx,-9.267594e+07,-9.2365304e+07
46459,13136283.0,11,xy,4738.8594,-9.2365304e+07
46460,13136283.0,11,xz,-9878.603,-9.2365304e+07
46461,13136283.0,11,yx,4738.8594,-9.2365304e+07
46462,13136283.0,11,yy,-9.2366664e+07,-9.2365304e+07
46463,13136283.0,11,yz,53480.066,-9.2365304e+07
46464,13136283.0,11,zx,-9878.603,-9.2365304e+07
46465,13136283.0,11,zy,53480.066,-9.2365304e+07
46466,13136283.0,11,zz,-9.4566536e+07,-9.2365304e+07
46467,13136283.0,12,xx,-9.280105e+07,-9.249469e+07
46468,13136283.0,12,xy,-1851.1628,-9.249469e+07
46469,13136283.0,12,xz,-72214.945,-9.249469e+07
46470,13136283.0,12,yx,-1851.1628,-9.249469e+07
46471,13136283.0,12,yy,-9.249851e+07,-9.249469e+07
46472,13136283.0,12,yz,94630.3,-9.249469e+07
46473,13136283.0,12,zx,-72214.945,-9.249469e+07
46474,13136283.0,12,zy,94630.3,-9.249469e+07
46475,13136283.0,12,zz,-9.488331e+07,-9.249469e+07
46476,13136283.0,13,xx,-9.300625e+07,-9.274544e+07
46477,13136283.0,13,xy,18865.953,-9.274544e+07
46478,13136283.0,13,xz,-128357.055,-9.274544e+07
46479,13136283.0,13,yx,18865.953,-9.274544e+07
46480,13136283.0,13,yy,-9.2748136e+07,-9.274544e+07
46481,13136283.0,13,yz,66300.56,-9.274544e+07
46482,13136283.0,13,zx,-128357.055,-9.274544e+07
46483,13136283.0,13,zy,66300.56,-9.274544e+07
46484,13136283.0,13,zz,-9.524017e+07,-9.274544e+07
46485,13136283.0,14,xx,-9.3201816e+07,-9.298104e+07
46486,13136283.0,14,xy,39583.07,-9.298104e+07
46487,13136283.0,14,xz,-184499.16,-9.298104e+07
46488,13136283.0,14,yx,39583.07,-9.298104e+07
46489,13136283.0,14,yy,-9.298814e+07,-9.298104e+07
46490,13136283.0,14,yz,37970.83,-9.298104e+07
46491,13136283.0,14,zx,-184499.16,-9.298104e+07
46492,13136283.0,14,zy,37970.83,-9.298104e+07
46493,13136283.0,14,zz,-9.55874e+07,-9.298104e+07
46494,13136283.0,15,xx,-9.3262696e+07,-9.291896e+07
46495,13136283.0,15,xy,24785.02,-9.291896e+07
46496,13136283.0,15,xz,-190969.23,-9.291896e+07
46497,13136283.0,15,yx,24785.02,-9.291896e+07
46498,13136283.0,15,yy,-9.292155e+07,-9.291896e+07
46499,13136283.0,15,yz,-33444.99,-9.291896e+07
46500,13136283.0,15,zx,-190969.23,-9.291896e+07
46501,13136283.0,15,zy,-33444.99,-9.291896e+07
46502,13136283.0,15,zz,-9.5793336e+07,-9.291896e+07
46503,13136283.0,16,xx,-9.3204936e+07,-9.301835e+07
46504,13136283.0,16,xy,-13356.805,-9.301835e+07
46505,13136283.0,16,xz,-226373.39,-9.301835e+07
46506,13136283.0,16,yx,-13356.805,-9.301835e+07
46507,13136283.0,16,yy,-9.303123e+07,-9.301835e+07
46508,13136283.0,16,yz,-176772.58,-9.301835e+07
46509,13136283.0,16,zx,-226373.39,-9.301835e+07
46510,13136283.0,16,zy,-176772.58,-9.301835e+07
46511,13136283.0,16,zz,-9.5454424e+07,-9.301835e+07
46512,13136283.0,17,xx,-9.306927e+07,-9.288424e+07
46513,13136283.0,17,xy,-8511.1045,-9.288424e+07
46514,13136283.0,17,xz,-133114.08,-9.288424e+07
46515,13136283.0,17,yx,-8511.1045,-9.288424e+07
46516,13136283.0,17,yy,-9.289207e+07,-9.288424e+07
46517,13136283.0,17,yz,-132545.95,-9.288424e+07
46518,13136283.0,17,zx,-133114.08,-9.288424e+07
46519,13136283.0,17,zy,-132545.95,-9.288424e+07
46520,13136283.0,17,zz,-9.5126264e+07,-9.288424e+07
46521,13136283.0,18,xx,-9.290659e+07,-9.272727e+07
46522,13136283.0,18,xy,3314.2712,-9.272727e+07
46523,13136283.0,18,xz,-1264.2708,-9.272727e+07
46524,13136283.0,18,yx,3314.2712,-9.272727e+07
46525,13136283.0,18,yy,-9.273432e+07,-9.272727e+07
46526,13136283.0,18,yz,-117766.086,-9.272727e+07
46527,13136283.0,18,zx,-1264.2708,-9.272727e+07
46528,13136283.0,18,zy,-117766.086,-9.272727e+07
46529,13136283.0,18,zz,-9.471438e+07,-9.272727e+07
46530,13136283.0,19,xx,-9.288905e+07,-9.2770216e+07
46531,13136283.0,19,xy,15305.929,-9.2770216e+07
46532,13136283.0,19,xz,-72743.34,-9.2770216e+07
46533,13136283.0,19,yx,15305.929,-9.2770216e+07
46534,13136283.0,19,yy,-9.278011e+07,-9.2770216e+07
46535,13136283.0,19,yz,-115264.35,-9.2770216e+07
46536,13136283.0,19,zx,-72743.34,-9.2770216e+07
46537,13136283.0,19,zy,-115264.35,-9.2770216e+07
46538,13136283.0,19,zz,-9.477452e+07,-9.2770216e+07
46539,13136283.0,20,xx,-9.292445e+07,-9.2833256e+07
46540,13136283.0,20,xy,7262.3794,-9.2833256e+07
46541,13136283.0,20,xz,-113285.87,-9.2833256e+07
46542,13136283.0,20,yx,7262.3794,-9.2833256e+07
46543,13136283.0,20,yy,-9.284053e+07,-9.2833256e+07
46544,13136283.0,20,yz,-101893.164,-9.2833256e+07
46545,13136283.0,20,zx,-113285.87,-9.2833256e+07
46546,13136283.0,20,zy,-101893.164,-9.2833256e+07
46547,13136283.0,20,zz,-9.481293e+07,-9.2833256e+07
46548,13136283.0,21,xx,-9.300062e+07,-9.291779e+07
46549,13136283.0,21,xy,1818.5452,-9.291779e+07
46550,13136283.0,21,xz,-100016.625,-9.291779e+07
46551,13136283.0,21,yx,1818.5452,-9.291779e+07
46552,13136283.0,21,yy,-9.293869e+07,-9.291779e+07
46553,13136283.0,21,yz,-194505.08,-9.291779e+07
46554,13136283.0,21,zx,-100016.625,-9.291779e+07
46555,13136283.0,21,zy,-194505.08,-9.291779e+07
46556,13136283.0,21,zz,-9.489372e+07,-9.291779e+07
46557,13136283.0,22,xx,-9.305204e+07,-9.295273e+07
46558,13136283.0,22,xy,-860.80365,-9.295273e+07
46559,13136283.0,22,xz,-79101.41,-9.295273e+07
46560,13136283.0,22,yx,-860.80365,-9.295273e+07
46561,13136283.0,22,yy,-9.297883e+07,-9.295273e+07
46562,13136283.0,22,yz,-220810.98,-9.295273e+07
46563,13136283.0,22,zx,-79101.41,-9.295273e+07
46564,13136283.0,22,zy,-220810.98,-9.295273e+07
46565,13136283.0,22,zz,-9.487218e+07,-9.295273e+07
46566,13136283.0,23,xx,-9.310345e+07,-9.298608e+07
46567,13136283.0,23,xy,-3540.1526,-9.298608e+07
46568,13136283.0,23,xz,-58186.188,-9.298608e+07
46569,13136283.0,23,yx,-3540.1526,-9.298608e+07
46570,13136283.0,23,yy,-9.3018984e+07,-9.298608e+07
46571,13136283.0,23,yz,-247116.88,-9.298608e+07
46572,13136283.0,23,zx,-58186.188,-9.298608e+07
46573,13136283.0,23,zy,-247116.88,-9.298608e+07
46574,13136283.0,23,zz,-9.485064e+07,-9.298608e+07
46575,13136283.0,24,xx,-9.318914e+07,-9.3023464e+07
46576,13136283.0,24,xy,-11741.441,-9.3023464e+07
46577,13136283.0,24,xz,-6215.9014,-9.3023464e+07
46578,13136283.0,24,yx,-11741.441,-9.3023464e+07
46579,13136283.0,24,yy,-9.3055944e+07,-9.3023464e+07
46580,13136283.0,24,yz,-236975.03,-9.3023464e+07
46581,13136283.0,24,zx,-6215.9014,-9.3023464e+07
46582,13136283.0,24,zy,-236975.03,-9.3023464e+07
46583,13136283.0,24,zz,-9.479166e+07,-9.3023464e+07
46584,13136283.0,25,xx,-9.3258664e+07,-9.311518e+07
46585,13136283.0,25,xy,-2291.765,-9.311518e+07
46586,13136283.0,25,xz,-32239.496,-9.311518e+07
46587,13136283.0,25,yx,-2291.765,-9.311518e+07
46588,13136283.0,25,yy,-9.3145336e+07,-9.311518e+07
46589,13136283.0,25,yz,-230896.23,-9.311518e+07
46590,13136283.0,25,zx,-32239.496,-9.311518e+07
46591,13136283.0,25,zy,-230896.23,-9.311518e+07
46592,13136283.0,25,zz,-9.488457e+07,-9.311518e+07
46593,13136283.0,26,xx,-9.329074e+07,-9.3149016e+07
46594,13136283.0,26,xy,6570.082,-9.3149016e+07
46595,13136283.0,26,xz,-48019.176,-9.3149016e+07
46596,13136283.0,26,yx,6570.082,-9.3149016e+07
46597,13136283.0,26,yy,-9.318991e+07,-9.3149016e+07
46598,13136283.0,26,yz,-263355.84,-9.3149016e+07
46599,13136283.0,26,zx,-48019.176,-9.3149016e+07
46600,13136283.0,26,zy,-263355.84,-9.3149016e+07
46601,13136283.0,26,zz,-9.490307e+07,-9.3149016e+07
46602,13136283.0,27,xx,-9.329633e+07,-9.31365e+07
46603,13136283.0,27,xy,15282.185,-9.31365e+07
46604,13136283.0,27,xz,-92585.11,-9.31365e+07
46605,13136283.0,27,yx,15282.185,-9.31365e+07
46606,13136283.0,27,yy,-9.320173e+07,-9.31365e+07
46607,13136283.0,27,yz,-326428.8,-9.31365e+07
46608,13136283.0,27,zx,-92585.11,-9.31365e+07
46609,13136283.0,27,zy,-326428.8,-9.31365e+07
46610,13136283.0,27,zz,-9.4952856e+07,-9.31365e+07
46611,13136283.0,28,xx,-9.33139e+07,-9.3173896e+07
46612,13136283.0,28,xy,137.50458,-9.3173896e+07
46613,13136283.0,28,xz,-82965.63,-9.3173896e+07
46614,13136283.0,28,yx,137.50458,-9.3173896e+07
46615,13136283.0,28,yy,-9.324369e+07,-9.3173896e+07
46616,13136283.0,28,yz,-341777.53,-9.3173896e+07
46617,13136283.0,28,zx,-82965.63,-9.3173896e+07
46618,13136283.0,28,zy,-341777.53,-9.3173896e+07
46619,13136283.0,28,zz,-9.489767e+07,-9.3173896e+07
46620,13136283.0,29,xx,-9.335164e+07,-9.326123e+07
46621,13136283.0,29,xy,-16375.726,-9.326123e+07
46622,13136283.0,29,xz,-89848.45,-9.326123e+07
46623,13136283.0,29,yx,-16375.726,-9.326123e+07
46624,13136283.0,29,yy,-9.3327144e+07,-9.326123e+07
46625,13136283.0,29,yz,-327696.47,-9.326123e+07
46626,13136283.0,29,zx,-89848.45,-9.326123e+07
46627,13136283.0,29,zy,-327696.47,-9.326123e+07
46628,13136283.0,29,zz,-9.489125e+07,-9.326123e+07
46629,13136283.0,30,xx,-9.338937e+07,-9.334254e+07
46630,13136283.0,30,xy,-32888.957,-9.334254e+07
46631,13136283.0,30,xz,-96731.266,-9.334254e+07
46632,13136283.0,30,yx,-32888.957,-9.334254e+07
46633,13136283.0,30,yy,-9.341061e+07,-9.334254e+07
46634,13136283.0,30,yz,-313615.44,-9.334254e+07
46635,13136283.0,30,zx,-96731.266,-9.334254e+07
46636,13136283.0,30,zy,-313615.44,-9.334254e+07
46637,13136283.0,30,zz,-9.488482e+07,-9.334254e+07
46638,13136283.0,31,xx,-9.361826e+07,-9.352954e+07
46639,13136283.0,31,xy,-4989.2637,-9.352954e+07
46640,13136283.0,31,xz,-123440.09,-9.352954e+07
46641,13136283.0,31,yx,-4989.2637,-9.352954e+07
46642,13136283.0,31,yy,-9.359987e+07,-9.352954e+07
46643,13136283.0,31,yz,-352430.97,-9.352954e+07
46644,13136283.0,31,zx,-123440.09,-9.352954e+07
46645,13136283.0,31,zy,-352430.97,-9.352954e+07
46646,13136283.0,31,zz,-9.540519e+07,-9.352954e+07
46647,13136283.0,32,xx,-9.384277e+07,-9.375001e+07
46648,13136283.0,32,xy,-9001.662,-9.375001e+07
46649,13136283.0,32,xz,-147649.05,-9.375001e+07
46650,13136283.0,32,yx,-9001.662,-9.375001e+07
46651,13136283.0,32,yy,-9.380777e+07,-9.375001e+07
46652,13136283.0,32,yz,-336175.3,-9.375001e+07
46653,13136283.0,32,zx,-147649.05,-9.375001e+07
46654,13136283.0,32,zy,-336175.3,-9.375001e+07
46655,13136283.0,32,zz,-9.580585e+07,-9.375001e+07
46656,13136283.0,33,xx,-9.401719e+07,-9.382072e+07
46657,13136283.0,33,xy,16927.195,-9.382072e+07
46658,13136283.0,33,xz,-153211.72,-9.382072e+07
46659,13136283.0,33,yx,16927.195,-9.382072e+07
46660,13136283.0,33,yy,-9.393998e+07,-9.382072e+07
46661,13136283.0,33,yz,-483918.75,-9.382072e+07
46662,13136283.0,33,zx,-153211.72,-9.382072e+07
46663,13136283.0,33,zy,-483918.75,-9.382072e+07
46664,13136283.0,33,zz,-9.603802e+07,-9.382072e+07
46665,13136283.0,34,xx,-9.396219e+07,-9.374155e+07
46666,13136283.0,34,xy,9086.704,-9.374155e+07
46667,13136283.0,34,xz,-87579.27,-9.374155e+07
46668,13136283.0,34,yx,9086.704,-9.374155e+07
46669,13136283.0,34,yy,-9.3867576e+07,-9.374155e+07
46670,13136283.0,34,yz,-485593.03,-9.374155e+07
46671,13136283.0,34,zx,-87579.27,-9.374155e+07
46672,13136283.0,34,zy,-485593.03,-9.374155e+07
46673,13136283.0,34,zz,-9.568088e+07,-9.374155e+07
46674,13136283.0,35,xx,-9.390718e+07,-9.365284e+07
46675,13136283.0,35,xy,1246.2119,-9.365284e+07
46676,13136283.0,35,xz,-21946.836,-9.365284e+07
46677,13136283.0,35,yx,1246.2119,-9.365284e+07
46678,13136283.0,35,yy,-9.379517e+07,-9.365284e+07
46679,13136283.0,35,yz,-487267.28,-9.365284e+07
46680,13136283.0,35,zx,-21946.836,-9.365284e+07
46681,13136283.0,35,zy,-487267.28,-9.365284e+07
46682,13136283.0,35,zz,-9.532374e+07,-9.365284e+07
